Timestamp,Message
2025-04-29 09:33:19.355311,Edge WebDriver initialized successfully
2025-04-29 09:33:42.268464,Edge WebDriver initialized successfully
2025-04-29 09:33:42.276060,Driver initialized
2025-04-29 09:33:45.510800,Driver initialized
2025-04-29 09:33:45.565597,Function executed successfully for element body.
2025-04-29 09:33:45.573453,Browser opened.
2025-04-29 09:33:47.579554,Driver initialized
2025-04-29 09:33:49.137940,Function executed successfully for element iframe.
2025-04-29 09:33:49.884232,Driver initialized
2025-04-29 09:33:50.021805,Function executed successfully for element iFrameId_1745890425001.
2025-04-29 09:34:01.396529,Driver initialized
2025-04-29 09:34:01.487051,Function executed successfully for element content_frame.
2025-04-29 09:34:01.507576,Driver initialized
2025-04-29 09:34:21.855462,"Timeout occurred while waiting for //*[@acf=""Hndl""] to load."
2025-04-29 09:34:21.863465,Driver initialized
2025-04-29 09:34:21.951014,"Function executed successfully for element //*[@acf=""PNext""]."
2025-04-29 09:40:43.466286,Edge WebDriver initialized successfully
2025-04-29 09:44:59.052933,Edge WebDriver initialized successfully
2025-04-29 09:45:18.224337,Edge WebDriver initialized successfully
2025-04-29 09:45:18.233303,Driver initialized
2025-04-29 09:45:22.064879,Driver initialized
2025-04-29 09:45:22.111102,Function executed successfully for element body.
2025-04-29 09:45:22.118089,Browser opened.
2025-04-29 09:45:24.126277,Driver initialized
2025-04-29 09:45:25.683141,Function executed successfully for element iframe.
2025-04-29 09:45:25.711313,Driver initialized
2025-04-29 09:45:26.595269,Function executed successfully for element iFrameId_1745891121588.
2025-04-29 09:45:39.973857,Driver initialized
2025-04-29 09:45:40.133737,Function executed successfully for element content_frame.
2025-04-29 09:45:40.155445,Driver initialized
2025-04-29 12:21:03.321009,"Error initializing Edge WebDriver: Message: session not created: This version of Microsoft Edge WebDriver only supports Microsoft Edge version 135
Current browser version is 107.0.1418.56 with binary path C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
Stacktrace:
	GetHandleVerifier [0x00007FF756FD7A55+24981]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF756F2AC60+444240]
	Microsoft::Applications::Events::EventProperty::to_string [0x00007FF75725E0EA+2011274]
	(No symbol) [0x00007FF756D3A040]
	(No symbol) [0x00007FF756D393FA]
	(No symbol) [0x00007FF756D3358E]
	(No symbol) [0x00007FF756D3036F]
	(No symbol) [0x00007FF756D753D5]
	(No symbol) [0x00007FF756D7443B]
	(No symbol) [0x00007FF756D68E03]
	(No symbol) [0x00007FF756D3D686]
	(No symbol) [0x00007FF756D3CB92]
	(No symbol) [0x00007FF756D3D4B3]
	(No symbol) [0x00007FF756E3900D]
	Microsoft::Applications::Events::EventProperty::~EventProperty [0x00007FF756E46943+41539]
	Microsoft::Applications::Events::EventProperty::~EventProperty [0x00007FF756E3FC79+13689]
	Microsoft::Applications::Events::EventProperty::to_string [0x00007FF7570BA04A+290794]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF756F37D31+497697]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF756F30BB4+468644]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF756F30D03+468979]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF756F22E16+411910]
	BaseThreadInitThunk [0x00007FFB42347374+20]
	RtlUserThreadStart [0x00007FFB425DCC91+33]
"
